country,location_name,uv_index,Continent,day
Peru,Lima,4,America,31
Philippines,Manila,6,Asia,1
Poland,Warsaw,1,Europe,1
Portugal,Lisbon,1,Europe,1
Qatar,Doha,1,Asia,1
Romania,Bucharest,1,Europe,1
Russia,Moscow,1,Europe,1
Rwanda,Kigali,1,Africa,1
Saint Kitts and Nevis,Basseterre,1,America,31
Saint Lucia,Castries,1,America,31
Saint Vincent and the Grenadines,Kingstown,1,America,31
Samoa,Apia,7,Pacific,1
San Marino,San Marino,1,Europe,1
Belgium,'S-Gravenwezel,1,Europe,1
Saudi Arabia,Riyadh,1,Asia,1
Senegal,Dakar,1,Africa,31
Serbia,Belgrade,1,Europe,1
Seychelles Islands,Victoria,1,Indian,1
Sierra Leone,Freetown,1,Africa,31
Singapore,Singapore,1,Asia,1
Slovakia,Bratislava,1,Europe,1
Slovenia,Ljubljana,1,Europe,1
Solomon Islands,Honiara,6,Pacific,1
Somalia,Mogadishu,1,Africa,1
South Africa,Pretoria,1,Africa,1
South Korea,Seoul,6,Asia,1
Sudan,Juba,1,Africa,1
Spain,Madrid,1,Europe,1
Sri Lanka,Colombo,1,Asia,1
Sudan,Khartoum,1,Africa,1
Suriname,Paramaribo,1,America,31
Sweden,Stockholm,1,Europe,1
Switzerland,Bern,1,Europe,1
Syria,Damascus,1,Asia,1
Tajikistan,Dushanbe,1,Asia,1
Tanzania,Dodoma,1,Africa,1
Thailand,Bangkok,1,Asia,1
Indonesia,Murong Timor,6,Asia,1
Bulgaria,Lom,1,Europe,1
Tonga,Nuku`Aloia,5,Pacific,1
Trinidad and Tobago,Port Of Spain,1,America,31
Tunisia,Tunis,1,Africa,1
Turkey,Ankara,1,Europe,1
Turkmenistan,Ashgabat,1,Asia,1
Tuvalu,Funafuti,1,Pacific,1
Uganda,Kampala,1,Africa,1
Ukraine,Lviv,1,Europe,1
United Arab Emirates,Abu Dhabi,1,Asia,1
United Kingdom,London,1,Europe,1
United States of America,Washington Park,4,America,31
Uruguay,Montevideo,1,America,31
Uzbekistan,Tashkent,1,Asia,1
Vanuatu,Port Vila,5,Pacific,1
Venezuela,Caracas,1,America,31
Vietnam,Hanoi,6,Asia,1
Yemen,Sanaa,1,Asia,1
Zambia,Lusaka,1,Africa,1
Zimbabwe,Harare,1,Africa,1
Afghanistan,Kabul,1,Asia,2
Albania,Tirana,1,Europe,2
Algeria,Algiers,1,Africa,2
Andorra,Andorra La Vella,1,Europe,2
Angola,Luanda,1,Africa,2
Antigua and Barbuda,Saint John's,1,America,1
Argentina,Buenos Aires,1,America,1
Armenia,Yerevan,1,Asia,2
Australia,Canberra,3,Australia,2
Austria,Vienna,1,Europe,2
Azerbaijan,Baku,1,Asia,2
Bahamas,Nassau,7,America,1
Bahrain,Manama,1,Asia,2
Bangladesh,Dhaka,1,Asia,2
Barbados,Bridgetown,1,America,1
Belarus,Minsk,1,Europe,2
Belgium,Brussels,1,Europe,2
Belize,Belmopan,8,America,1
Benin,Porto-Novo,1,Africa,2
Bhutan,Thimphu,1,Asia,2
Bolivia,Sucre,1,America,1
Bosnia and Herzegovina,Sarajevo,1,Europe,2
Botswana,Gaborone,1,Africa,2
Brazil,Bras,1,America,1
Brunei Darussalam,Bandar Seri Begawan,7,Asia,2
Bulgaria,Sofia,1,Europe,2
Burkina Faso,Ouagadougou,1,Africa,1
Burundi,Bujumbura,1,Africa,2
Madagascar,Ivory,1,Indian,2
Cape Verde,Praia,1,Atlantic,1
Cambodia,Phnom Penh,6,Asia,2
Cameroon,Bafoussam,1,Africa,2
Canada,Ottawa,7,America,1
Central African Republic,Bangui,1,Africa,2
Chad,N'djamena,1,Africa,2
Chile,Santiago,1,America,1
China,Beijing,6,Asia,2
Bulgaria,Bogot,1,Europe,2
Comoros,Moroni,1,Indian,2
Congo,Brazzaville,1,Africa,2
Costa Rica,San Juan,5,America,1
Croatia,Zagreb,1,Europe,2
Cuba,Havana,7,America,1
Cyprus,Nicosia,1,Asia,2
Czech Republic,Prague,1,Europe,2
Democratic Republic of Congo,Kinshasa,1,Africa,2
Denmark,Copenhagen,1,Europe,2
Djibouti,Djibouti,1,Africa,2
Dominica,Roseau,1,America,1
Dominican Republic,Santo Domingo,1,America,1
Ecuador,Quito,3,America,1
Egypt,Cairo,1,Africa,2
El Salvador,San Salvador,6,America,1
Equatorial Guinea,Malabo,1,Africa,2
Eritrea,Asmara,1,Africa,2
Estonia,Tallinn,1,Europe,2
Swaziland,Mbabane,1,Africa,2
Ethiopia,Addis Ababa,1,Africa,2
Fiji Islands,Suva,7,Pacific,2
Finland,Helsinki,1,Europe,2
France,Paris,1,Europe,2
Gabon,Libreville,1,Africa,2
Gambia,Banjul,1,Africa,1
Georgia,Tbilisi,1,Asia,2
Germany,Berlin,1,Europe,2
Ghana,Accra,1,Africa,1
Greece,Athens,1,Europe,2
Grenada,Saint George's,1,America,1
Guatemala,Guatemala City,5,America,1
Guinea,Conakry,1,Africa,1
Guinea-Bissau,Bissau,1,Africa,1
Guyana,Georgetown,1,America,1
Haiti,Port-Au-Prince,6,America,1
Vatican City,Vatican City,1,Europe,2
Honduras,Tegucigalpa,4,America,1
Hungary,Budapest,1,Europe,2
Iceland,Hella,1,Atlantic,1
India,New Delhi,1,Asia,2
Indonesia,Jakarta,7,Asia,2
Iran,Tehran,1,Asia,2
Iraq,Baghdad,1,Asia,2
Ireland,Dublin,1,Europe,2
Israel,Jerusalem,1,Asia,2
Italy,Rome,1,Europe,2
Jamaica,Norman Gardens,6,America,1
Japan,Tokyo,7,Asia,2
Jordan,Amman,1,Asia,2
Kazakhstan,Astana,1,Asia,2
Kenya,Nairobi,1,Africa,2
Kiribati,Tarawa,6,Pacific,2
Kuwait,Kuwait City,1,Asia,2
Kyrghyzstan,Bishkek,1,Asia,2
Indonesia,Laos,5,Asia,2
Latvia,Riga,1,Europe,2
Lebanon,Beirut,1,Asia,2
Lesotho,Maseru,1,Africa,2
Liberia,Monrovia,1,Africa,1
Thailand,Nan,1,Asia,2
Liechtenstein,Vaduz,1,Europe,2
Lithuania,Vilnius,1,Europe,2
Luxembourg,Luxembourg,1,Europe,2
Madagascar,Antananarivo,1,Indian,2
Malawi,Lilongwe,1,Africa,2
Malaysia,Kuala Lumpur,1,Asia,2
Maldives,Farukolhufunadhoo,1,Indian,2
Mali,Bamako,1,Africa,1
Malta,Valletta,1,Europe,2
Marshall Islands,Majuro,6,Pacific,2
Mauritania,Nouakchott,1,Africa,1
Mauritius,Port Louis,1,Indian,2
Mexico,Mexico City,6,America,1
Micronesia,Palikir,6,Pacific,2
Russia,Chi-Chi-Erh,3,Asia,2
Monaco,Monaco,1,Europe,2
Mongolia,Ulaanbaatar,5,Asia,2
Montenegro,Podgorica,1,Europe,2
Morocco,Rabat,1,Africa,2
Mozambique,Maputo,1,Africa,2
Myanmar,Pathein,6,Asia,2
Namibia,Windhoek,1,Africa,2
Turkey,Yaren,1,Europe,2
Nepal,Kathmandu,5,Asia,2
Netherlands,Amsterdam,1,Europe,2
New Zealand,Wellington,4,Pacific,2
Nicaragua,Managua,6,America,1
Niger,Niamey,1,Africa,2
Nigeria,Abuja,1,Africa,2
North Korea,Pyongyang,5,Asia,2
Macedonia,Skopje,1,Europe,2
Norway,Oslo,1,Europe,2
Oman,Muscat,1,Asia,2
Pakistan,Islamabad,1,Asia,2
Palau,Adkip,1,Pacific,2
Bolivia,National,1,America,1
Panama,Panama City,6,America,1
Papua New Guinea,Port Moresby,7,Pacific,2
Paraguay,Carreria,1,America,1
Peru,Lima,5,America,1
Philippines,Manila,6,Asia,2
Poland,Warsaw,1,Europe,2
Portugal,Lisbon,1,Europe,2
Qatar,Doha,1,Asia,2
Romania,Bucharest,1,Europe,2
Russia,Moscow,1,Europe,2
Rwanda,Kigali,1,Africa,2
Saint Kitts and Nevis,Basseterre,1,America,1
Saint Lucia,Castries,1,America,1
Saint Vincent and the Grenadines,Kingstown,1,America,1
Samoa,Apia,7,Pacific,2
San Marino,San Marino,1,Europe,2
Belgium,'S-Gravenwezel,1,Europe,2
Saudi Arabia,Riyadh,1,Asia,2
Senegal,Dakar,1,Africa,1
Serbia,Belgrade,1,Europe,2
Seychelles Islands,Victoria,1,Indian,2
Sierra Leone,Freetown,1,Africa,1
Singapore,Singapore,1,Asia,2
Slovakia,Bratislava,1,Europe,2
Slovenia,Ljubljana,1,Europe,2
Solomon Islands,Honiara,7,Pacific,2
Somalia,Mogadishu,1,Africa,2
South Africa,Pretoria,1,Africa,2
South Korea,Seoul,6,Asia,2
Sudan,Juba,1,Africa,2
Spain,Madrid,1,Europe,2
Sri Lanka,Colombo,1,Asia,2
Sudan,Khartoum,1,Africa,2
Suriname,Paramaribo,1,America,1
Sweden,Stockholm,1,Europe,2
Switzerland,Bern,1,Europe,2
Syria,Damascus,1,Asia,2
Tajikistan,Dushanbe,1,Asia,2
Tanzania,Dodoma,1,Africa,2
Thailand,Bangkok,1,Asia,2
Indonesia,Murong Timor,6,Asia,2
Bulgaria,Lom,1,Europe,2
Tonga,Nuku`Aloia,6,Pacific,2
Trinidad and Tobago,Port Of Spain,1,America,1
Tunisia,Tunis,1,Africa,2
Turkey,Ankara,1,Europe,2
Turkmenistan,Ashgabat,1,Asia,2
Uganda,Kampala,1,Africa,2
Ukraine,Lviv,1,Europe,2
United Arab Emirates,Abu Dhabi,1,Asia,2
United Kingdom,London,1,Europe,2
United States of America,Washington Park,7,America,1
Uruguay,Montevideo,1,America,1
Uzbekistan,Tashkent,1,Asia,2
Vanuatu,Port Vila,6,Pacific,2
Venezuela,Caracas,1,America,1
Vietnam,Hanoi,6,Asia,2
Yemen,Sanaa,1,Asia,2
Zambia,Lusaka,1,Africa,2
Zimbabwe,Harare,1,Africa,2
Afghanistan,Kabul,1,Asia,3
Albania,Tirana,1,Europe,3
Algeria,Algiers,1,Africa,3
Andorra,Andorra La Vella,1,Europe,3
Angola,Luanda,1,Africa,3
Antigua and Barbuda,Saint John's,1,America,2
Argentina,Buenos Aires,1,America,2
Armenia,Yerevan,1,Asia,3
Australia,Canberra,4,Australia,3
Austria,Vienna,1,Europe,3
Azerbaijan,Baku,1,Asia,3
Bahamas,Nassau,7,America,2
Bahrain,Manama,1,Asia,3
Bangladesh,Dhaka,1,Asia,3
Barbados,Bridgetown,1,America,2
Belarus,Minsk,1,Europe,3
Belgium,Brussels,1,Europe,3
Belize,Belmopan,6,America,2
Benin,Porto-Novo,1,Africa,3
Bhutan,Thimphu,1,Asia,3
Bolivia,Sucre,1,America,2
Bosnia and Herzegovina,Sarajevo,1,Europe,3
Botswana,Gaborone,1,Africa,3
Brazil,Bras,1,America,2
Brunei Darussalam,Bandar Seri Begawan,5,Asia,3
Bulgaria,Sofia,1,Europe,3
Burkina Faso,Ouagadougou,1,Africa,2
Burundi,Bujumbura,1,Africa,3
Madagascar,Ivory,1,Indian,3
Cape Verde,Praia,1,Atlantic,2
Cambodia,Phnom Penh,7,Asia,3
Cameroon,Bafoussam,1,Africa,3
Canada,Ottawa,6,America,2
Central African Republic,Bangui,1,Africa,3
Chad,N'djamena,1,Africa,3
Chile,Santiago,1,America,2
China,Beijing,5,Asia,3
Bulgaria,Bogot,1,Europe,3
Comoros,Moroni,1,Indian,3
Congo,Brazzaville,1,Africa,3
Costa Rica,San Juan,5,America,2
Croatia,Zagreb,1,Europe,3
Cuba,Havana,7,America,2
Cyprus,Nicosia,1,Asia,3
Czech Republic,Prague,1,Europe,3
Democratic Republic of Congo,Kinshasa,1,Africa,3
Denmark,Copenhagen,1,Europe,3
Djibouti,Djibouti,1,Africa,3
Dominica,Roseau,1,America,2
Dominican Republic,Santo Domingo,1,America,2
Ecuador,Quito,3,America,2
Egypt,Cairo,1,Africa,3
El Salvador,San Salvador,6,America,2
Equatorial Guinea,Malabo,1,Africa,3
Eritrea,Asmara,1,Africa,3
Estonia,Tallinn,1,Europe,3
Swaziland,Mbabane,1,Africa,3
Ethiopia,Addis Ababa,1,Africa,3
Fiji Islands,Suva,7,Pacific,3
Finland,Helsinki,1,Europe,3
France,Paris,1,Europe,3
Gabon,Libreville,1,Africa,3
Gambia,Banjul,1,Africa,2
Georgia,Tbilisi,1,Asia,3
Germany,Berlin,1,Europe,3
Ghana,Accra,1,Africa,2
Greece,Athens,1,Europe,3
Grenada,Saint George's,1,America,2
Guatemala,Guatemala City,5,America,2
Guinea,Conakry,1,Africa,2
Guinea-Bissau,Bissau,1,Africa,2
Guyana,Georgetown,1,America,2
Haiti,Port-Au-Prince,6,America,2
Vatican City,Vatican City,1,Europe,3
Honduras,Tegucigalpa,7,America,2
Hungary,Budapest,1,Europe,3
Iceland,Hella,1,Atlantic,2
India,New Delhi,1,Asia,3
Indonesia,Jakarta,7,Asia,3
Iran,Tehran,1,Asia,3
Iraq,Baghdad,1,Asia,3
Ireland,Dublin,1,Europe,3
Israel,Jerusalem,1,Asia,3
Italy,Rome,1,Europe,3
Jamaica,Norman Gardens,7,America,2
Japan,Tokyo,7,Asia,3
Jordan,Amman,1,Asia,3
Kazakhstan,Astana,1,Asia,3
Kenya,Nairobi,1,Africa,3
Kiribati,Tarawa,6,Pacific,3
Kuwait,Kuwait City,1,Asia,3
Kyrghyzstan,Bishkek,1,Asia,3
Indonesia,Laos,5,Asia,3
Latvia,Riga,1,Europe,3
Lebanon,Beirut,1,Asia,3
Lesotho,Maseru,1,Africa,3
Liberia,Monrovia,1,Africa,2
Thailand,Nan,1,Asia,3
Liechtenstein,Vaduz,1,Europe,3
Lithuania,Vilnius,1,Europe,3
Luxembourg,Luxembourg,1,Europe,3
Madagascar,Antananarivo,1,Indian,3
Malawi,Lilongwe,1,Africa,3
Malaysia,Kuala Lumpur,1,Asia,3
Maldives,Farukolhufunadhoo,1,Indian,3
Mali,Bamako,1,Africa,2
Malta,Valletta,1,Europe,3
Marshall Islands,Majuro,6,Pacific,3
Mauritania,Nouakchott,1,Africa,2
Mauritius,Port Louis,1,Indian,3
Mexico,Mexico City,7,America,2
Micronesia,Palikir,6,Pacific,3
Russia,Chi-Chi-Erh,4,Asia,3
Monaco,Monaco,1,Europe,3
Mongolia,Ulaanbaatar,6,Asia,3
Montenegro,Podgorica,1,Europe,3
Morocco,Rabat,1,Africa,3
Mozambique,Maputo,1,Africa,3
Myanmar,Pathein,7,Asia,3
Namibia,Windhoek,1,Africa,3
Turkey,Yaren,1,Europe,3
Nepal,Kathmandu,5,Asia,3
Netherlands,Amsterdam,1,Europe,3
New Zealand,Wellington,4,Pacific,3
Nicaragua,Managua,6,America,2
Niger,Niamey,1,Africa,3
Nigeria,Abuja,1,Africa,3
North Korea,Pyongyang,6,Asia,3
Macedonia,Skopje,1,Europe,3
Norway,Oslo,1,Europe,3
Oman,Muscat,1,Asia,3
Pakistan,Islamabad,1,Asia,3
Palau,Adkip,1,Pacific,3
Bolivia,National,1,America,2
Panama,Panama City,6,America,2
Papua New Guinea,Port Moresby,7,Pacific,3
Paraguay,Carreria,1,America,2
Peru,Lima,5,America,2
Philippines,Manila,6,Asia,3
Poland,Warsaw,1,Europe,3
Portugal,Lisbon,1,Europe,3
Qatar,Doha,1,Asia,3
Romania,Bucharest,1,Europe,3
Russia,Moscow,1,Europe,3
Rwanda,Kigali,1,Africa,3
Saint Kitts and Nevis,Basseterre,1,America,2
Saint Lucia,Castries,1,America,2
Saint Vincent and the Grenadines,Kingstown,1,America,2
Samoa,Apia,6,Pacific,3
San Marino,San Marino,1,Europe,3
Belgium,'S-Gravenwezel,1,Europe,3
Saudi Arabia,Riyadh,1,Asia,3
Senegal,Dakar,1,Africa,2
Serbia,Belgrade,1,Europe,3
Seychelles Islands,Victoria,1,Indian,3
Sierra Leone,Freetown,1,Africa,2
Singapore,Singapore,1,Asia,3
Slovakia,Bratislava,1,Europe,3
Slovenia,Ljubljana,1,Europe,3
Solomon Islands,Honiara,7,Pacific,3
Somalia,Mogadishu,1,Africa,3
South Africa,Pretoria,1,Africa,3
South Korea,Seoul,1,Asia,3
Sudan,Juba,1,Africa,3
Spain,Madrid,1,Europe,3
Sri Lanka,Colombo,1,Asia,3
Sudan,Khartoum,1,Africa,3
Suriname,Paramaribo,1,America,2
Sweden,Stockholm,1,Europe,3
Switzerland,Bern,1,Europe,3
Syria,Damascus,1,Asia,3
Tajikistan,Dushanbe,1,Asia,3
Tanzania,Dodoma,1,Africa,3
Thailand,Bangkok,1,Asia,3
Indonesia,Murong Timor,5,Asia,3
Bulgaria,Lom,1,Europe,3
Tonga,Nuku`Aloia,6,Pacific,3
Trinidad and Tobago,Port Of Spain,1,America,2
Tunisia,Tunis,1,Africa,3
Turkey,Ankara,1,Europe,3
Turkmenistan,Ashgabat,1,Asia,3
Tuvalu,Funafuti,6,Pacific,3
Uganda,Kampala,1,Africa,3
Ukraine,Lviv,1,Europe,3
United Arab Emirates,Abu Dhabi,1,Asia,3
United Kingdom,London,1,Europe,3
United States of America,Washington Park,8,America,2
Uruguay,Montevideo,1,America,2
Uzbekistan,Tashkent,1,Asia,3
Vanuatu,Port Vila,5,Pacific,3
Venezuela,Caracas,1,America,2
Vietnam,Hanoi,6,Asia,3
Yemen,Sanaa,1,Asia,3
Zambia,Lusaka,1,Africa,3
Zimbabwe,Harare,1,Africa,3
Afghanistan,Kabul,1,Asia,4
Albania,Tirana,1,Europe,4
Algeria,Algiers,1,Africa,4
Andorra,Andorra La Vella,1,Europe,4
Angola,Luanda,1,Africa,4
Antigua and Barbuda,Saint John's,1,America,3
Argentina,Buenos Aires,1,America,3
Armenia,Yerevan,1,Asia,4
Australia,Canberra,4,Australia,4
Austria,Vienna,1,Europe,4
Azerbaijan,Baku,1,Asia,4
Bahamas,Nassau,7,America,3
Bahrain,Manama,1,Asia,4
Bangladesh,Dhaka,1,Asia,4
Barbados,Bridgetown,1,America,3
Belarus,Minsk,1,Europe,4
Belgium,Brussels,1,Europe,4
Belize,Belmopan,7,America,3
Benin,Porto-Novo,1,Africa,4
Bhutan,Thimphu,1,Asia,4
Bolivia,Sucre,1,America,3
Bosnia and Herzegovina,Sarajevo,1,Europe,4
Botswana,Gaborone,1,Africa,4
Brazil,Bras,1,America,3
Brunei Darussalam,Bandar Seri Begawan,7,Asia,4
Bulgaria,Sofia,1,Europe,4
Burkina Faso,Ouagadougou,1,Africa,3
Burundi,Bujumbura,1,Africa,4
Madagascar,Ivory,1,Indian,4
Cape Verde,Praia,1,Atlantic,3
Cambodia,Phnom Penh,6,Asia,4
Cameroon,Bafoussam,1,Africa,4
Canada,Ottawa,7,America,3
Central African Republic,Bangui,1,Africa,4
Chad,N'djamena,1,Africa,4
Chile,Santiago,1,America,3
China,Beijing,6,Asia,4
Bulgaria,Bogot,1,Europe,4
Comoros,Moroni,1,Indian,4
Congo,Brazzaville,1,Africa,4
Costa Rica,San Juan,5,America,3
Croatia,Zagreb,1,Europe,4
Cuba,Havana,7,America,3
Cyprus,Nicosia,1,Asia,4
Czech Republic,Prague,1,Europe,4
Democratic Republic of Congo,Kinshasa,1,Africa,4
Denmark,Copenhagen,1,Europe,4
Djibouti,Djibouti,1,Africa,4
Dominica,Roseau,1,America,3
Dominican Republic,Santo Domingo,1,America,3
Ecuador,Quito,3,America,3
Egypt,Cairo,1,Africa,4
El Salvador,San Salvador,5,America,3
Equatorial Guinea,Malabo,1,Africa,4
Eritrea,Asmara,1,Africa,4
Estonia,Tallinn,1,Europe,4
Swaziland,Mbabane,1,Africa,4
Ethiopia,Addis Ababa,1,Africa,4
Fiji Islands,Suva,7,Pacific,4
Finland,Helsinki,1,Europe,4
France,Paris,1,Europe,4
Gabon,Libreville,1,Africa,4
Gambia,Banjul,1,Africa,3
Georgia,Tbilisi,1,Asia,4
Germany,Berlin,1,Europe,4
Ghana,Accra,1,Africa,3
Greece,Athens,1,Europe,4
Grenada,Saint George's,1,America,3
Guatemala,Guatemala City,5,America,3
Guinea,Conakry,1,Africa,3
Guinea-Bissau,Bissau,1,Africa,3
Guyana,Georgetown,1,America,3
Haiti,Port-Au-Prince,7,America,3
Vatican City,Vatican City,1,Europe,4
Honduras,Tegucigalpa,5,America,3
Hungary,Budapest,1,Europe,4
Iceland,Hella,1,Atlantic,3
India,New Delhi,1,Asia,4
Indonesia,Jakarta,7,Asia,4
Iran,Tehran,1,Asia,4
Iraq,Baghdad,1,Asia,4
Ireland,Dublin,1,Europe,4
Israel,Jerusalem,1,Asia,4
Italy,Rome,1,Europe,4
Jamaica,Norman Gardens,6,America,3
Japan,Tokyo,6,Asia,4
Jordan,Amman,1,Asia,4
Kazakhstan,Astana,1,Asia,4
Kenya,Nairobi,1,Africa,4
Kiribati,Tarawa,6,Pacific,4
Kuwait,Kuwait City,1,Asia,4
Kyrghyzstan,Bishkek,1,Asia,4
Indonesia,Laos,5,Asia,4
Latvia,Riga,1,Europe,4
Lebanon,Beirut,1,Asia,4
Lesotho,Maseru,1,Africa,4
Liberia,Monrovia,1,Africa,3
Thailand,Nan,1,Asia,4
Liechtenstein,Vaduz,1,Europe,4
Lithuania,Vilnius,1,Europe,4
Luxembourg,Luxembourg,1,Europe,4
Madagascar,Antananarivo,1,Indian,4
Malawi,Lilongwe,1,Africa,4
Malaysia,Kuala Lumpur,1,Asia,4
Maldives,Farukolhufunadhoo,1,Indian,4
Mali,Bamako,1,Africa,3
Malta,Valletta,1,Europe,4
Marshall Islands,Majuro,7,Pacific,4
Mauritania,Nouakchott,1,Africa,3
Mauritius,Port Louis,1,Indian,4
Mexico,Mexico City,6,America,3
Micronesia,Palikir,7,Pacific,4
Russia,Chi-Chi-Erh,4,Asia,4
Monaco,Monaco,1,Europe,4
Mongolia,Ulaanbaatar,6,Asia,4
Montenegro,Podgorica,1,Europe,4
Morocco,Rabat,1,Africa,4
Mozambique,Maputo,1,Africa,4
Myanmar,Pathein,6,Asia,4
Namibia,Windhoek,1,Africa,4
Turkey,Yaren,1,Europe,4
Nepal,Kathmandu,4,Asia,4
Netherlands,Amsterdam,1,Europe,4
New Zealand,Wellington,4,Pacific,4
Nicaragua,Managua,7,America,3
Niger,Niamey,1,Africa,4
Nigeria,Abuja,1,Africa,4
North Korea,Pyongyang,5,Asia,4
Macedonia,Skopje,1,Europe,4
Norway,Oslo,1,Europe,4
Oman,Muscat,1,Asia,4
Pakistan,Islamabad,1,Asia,4
Palau,Adkip,1,Pacific,4
Bolivia,National,1,America,3
Panama,Panama City,6,America,3
Papua New Guinea,Port Moresby,7,Pacific,4
Paraguay,Carreria,1,America,3
Peru,Lima,5,America,3
Philippines,Manila,6,Asia,4
Poland,Warsaw,1,Europe,4
Portugal,Lisbon,1,Europe,4
Qatar,Doha,1,Asia,4
Romania,Bucharest,1,Europe,4
Russia,Moscow,1,Europe,4
Rwanda,Kigali,1,Africa,4
Saint Kitts and Nevis,Basseterre,1,America,3
Saint Lucia,Castries,1,America,3
Saint Vincent and the Grenadines,Kingstown,1,America,3
Samoa,Apia,6,Pacific,4
San Marino,San Marino,1,Europe,4
Belgium,'S-Gravenwezel,1,Europe,4
Saudi Arabia,Riyadh,1,Asia,4
Senegal,Dakar,1,Africa,3
Serbia,Belgrade,1,Europe,4
Seychelles Islands,Victoria,1,Indian,4
Sierra Leone,Freetown,1,Africa,3
Singapore,Singapore,1,Asia,4
Slovakia,Bratislava,1,Europe,4
Slovenia,Ljubljana,1,Europe,4
Solomon Islands,Honiara,7,Pacific,4
Somalia,Mogadishu,1,Africa,4
South Africa,Pretoria,1,Africa,4
South Korea,Seoul,5,Asia,4
Sudan,Juba,1,Africa,4
Spain,Madrid,1,Europe,4
Sri Lanka,Colombo,1,Asia,4
Sudan,Khartoum,1,Africa,4
Suriname,Paramaribo,1,America,3
Sweden,Stockholm,1,Europe,4
Switzerland,Bern,1,Europe,4
Syria,Damascus,1,Asia,4
Tajikistan,Dushanbe,1,Asia,4
Tanzania,Dodoma,1,Africa,4
Thailand,Bangkok,1,Asia,4
Indonesia,Murong Timor,5,Asia,4
Bulgaria,Lom,1,Europe,4
Tonga,Nuku`Aloia,6,Pacific,4
Trinidad and Tobago,Port Of Spain,1,America,3
Tunisia,Tunis,1,Africa,4
Turkey,Ankara,1,Europe,4
Turkmenistan,Ashgabat,1,Asia,4
Tuvalu,Funafuti,6,Pacific,4
Uganda,Kampala,1,Africa,4
Ukraine,Lviv,1,Europe,4
United Arab Emirates,Abu Dhabi,1,Asia,4
United Kingdom,London,1,Europe,4
United States of America,Washington Park,7,America,3
Uruguay,Montevideo,1,America,3
Uzbekistan,Tashkent,1,Asia,4
Vanuatu,Port Vila,6,Pacific,4
Venezuela,Caracas,1,America,3
Vietnam,Hanoi,5,Asia,4
Yemen,Sanaa,1,Asia,4
Zambia,Lusaka,1,Africa,4
Zimbabwe,Harare,1,Africa,4
Afghanistan,Kabul,1,Asia,5
Albania,Tirana,1,Europe,5
Algeria,Algiers,1,Africa,5
Andorra,Andorra La Vella,1,Europe,5
Angola,Luanda,1,Africa,5
Antigua and Barbuda,Saint John's,1,America,4
Argentina,Buenos Aires,1,America,4
Armenia,Yerevan,1,Asia,5
Australia,Canberra,4,Australia,5
Austria,Vienna,1,Europe,5
Azerbaijan,Baku,1,Asia,5
Bahamas,Nassau,7,America,4
Bahrain,Manama,1,Asia,5
Bangladesh,Dhaka,1,Asia,5
Barbados,Bridgetown,1,America,4
Belarus,Minsk,1,Europe,5
Belgium,Brussels,1,Europe,5
Belize,Belmopan,8,America,4
Benin,Porto-Novo,1,Africa,5
Bhutan,Thimphu,1,Asia,5
Bolivia,Sucre,1,America,4
Bosnia and Herzegovina,Sarajevo,1,Europe,5
Botswana,Gaborone,1,Africa,5
Brazil,Bras,1,America,4
Brunei Darussalam,Bandar Seri Begawan,6,Asia,5
Bulgaria,Sofia,1,Europe,5
Burkina Faso,Ouagadougou,1,Africa,4
Burundi,Bujumbura,1,Africa,5
Madagascar,Ivory,1,Indian,5
Cape Verde,Praia,1,Atlantic,4
Cambodia,Phnom Penh,7,Asia,5
Cameroon,Bafoussam,1,Africa,5
Canada,Ottawa,7,America,4
Central African Republic,Bangui,1,Africa,5
Chad,N'djamena,1,Africa,5
Chile,Santiago,1,America,4
China,Beijing,6,Asia,5
Bulgaria,Bogot,1,Europe,5
Comoros,Moroni,1,Indian,5
Congo,Brazzaville,1,Africa,5
Costa Rica,San Juan,4,America,4
Croatia,Zagreb,1,Europe,5
Cuba,Havana,6,America,4
Cyprus,Nicosia,1,Asia,5
Czech Republic,Prague,1,Europe,5
Democratic Republic of Congo,Kinshasa,1,Africa,5
Denmark,Copenhagen,1,Europe,5
Djibouti,Djibouti,1,Africa,5
Dominica,Roseau,1,America,4
Dominican Republic,Santo Domingo,1,America,4
Ecuador,Quito,3,America,4
Egypt,Cairo,1,Africa,5
El Salvador,San Salvador,6,America,4
Equatorial Guinea,Malabo,1,Africa,5
Eritrea,Asmara,1,Africa,5
Estonia,Tallinn,1,Europe,5
Swaziland,Mbabane,1,Africa,5
Ethiopia,Addis Ababa,1,Africa,5
Fiji Islands,Suva,6,Pacific,5
Finland,Helsinki,1,Europe,5
France,Paris,1,Europe,5
Gabon,Libreville,1,Africa,5
Gambia,Banjul,1,Africa,4
Georgia,Tbilisi,1,Asia,5
Germany,Berlin,1,Europe,5
Ghana,Accra,1,Africa,4
Greece,Athens,1,Europe,5
Grenada,Saint George's,1,America,4
Guatemala,Guatemala City,5,America,4
Guinea,Conakry,1,Africa,4
Guinea-Bissau,Bissau,1,Africa,4
Guyana,Georgetown,1,America,4
Haiti,Port-Au-Prince,7,America,4
Vatican City,Vatican City,1,Europe,5
Honduras,Tegucigalpa,5,America,4
Hungary,Budapest,1,Europe,5
Iceland,Hella,1,Atlantic,4
India,New Delhi,1,Asia,5
Indonesia,Jakarta,6,Asia,5
Iran,Tehran,1,Asia,5
